id,active,name,category,type,min_grade,min_duration,description
1536,0,"Lubrificador Industrial","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Executa serviços de lubrificagem de máquinas e equipamentos industriais."
1537,0,"Maçariqueiro","Infraestrutura","FIC","Ensino Fundamental I Incompleto","180","Executa, sob orientação, cortes oxicombustível específicos em chapas metálicas, tubos e outros tipos de materiais ferrosos, aplicando os conhecimentos técnicos, de qualidade, meio ambiente, de saúde e segurança no trabalho, bem como lê, interpreta desenhos, esboços e ilustrações técnicas a fim de estabelecer o roteiro de trabalho."
1538,0,"Magarefe","Produção Alimentícia","FIC","Ensino Fundamental II Incompleto","200","Realiza o abate de bovinos, bubalinos, suínos, ovinos, caprinos e aves. Executa desossa e identificação dos cortes. Conserva e acondiciona os diversos tipos de carne, conforme legislação vigente, normas de saúde e segurança do trabalho e preservação ambiental."
1539,0,"Manejador de Florestas Nativas para Uso Múltiplo","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Executa o manejo florestal madeireiro e não-madeireiro, em conformidade com a região de realização do curso, dominando conhecimentos sobre as principais espécies e produtos florestais com potencial de comercialização, suas formas de uso e beneficiamento, os métodos de levantamento do potencial produtivo; as práticas e técnicas de manejo, para gerar produção econômica e segurança alimentar, com garantia da conservação das espécies exploradas; e os métodos de controle e monitoramento da produção."
1540,0,"Manicure e Pedicure","Ambiente e Saúde","FIC","Ensino Fundamental II Incompleto","160","Atua no segmento de beleza, realizando higienização, lixamento, corte, polimento e esmaltagem das unhas. Utiliza diferentes técnicas, procedimentos de biossegurança, materiais e produtos, conforme as necessidades e características do cliente, respeitando os limites éticos e os critérios estéticos regionais."
1541,0,"Manobrista de Veículos de Passeio","Infraestrutura","FIC","Ensino Fundamental Completo","160","Conduz e estaciona veículos de passeio em estacionamentos públicos e privados, e em pátios de empresas. "
1542,0,"Manobrista Ferroviário","Infraestrutura","FIC","Ensino Fundamental Completo","400","Atua no planejamento e controle de atividades, realiza manobras ferroviárias e vistoriar o material rodante, via permanente e sinalização, atendendo procedimentos técnicos, operacionais, normas de segurança, de saúde, de qualidade e meio ambiente. Elabora a documentação física e digital dos processos da operação ferroviária garantindo o cumprimento da legislação vigente e a consistência das informações de acordo com os padrões de qualidade e segurança."
1543,0,"Mantenedor Ferroviário de Via Permanente ","Infraestrutura","FIC","Ensino Fundamental Completo","400","Executa atividades de ferrovia e via permanente ferroviária (infra e super estrutura de via), em conformidade com normas e procedimentos técnicos de qualidade, segurança, saúde e preservação ambiental  e 5S, compreendendo a importância do trabalho em equipe. "
1544,0,"Manutenção Elétrica de Usina de Beneficiamento de Minérios","Controle e Processos Industriais","FIC","Ensino Médio Completo","400","Executa manutenção preventiva e corretiva nos sistemas elétricos industriais de baixa tensão, de acordo com os documentos técnicos específicos, normas técnicas e legislação brasileira, próprias de sua área de atuação e àquelas referentes aos aspectos de qualidade, saúde e segurança e preservação ambiental. "
1545,0,"Manutenção Mecânica de Locomotivas","Infraestrutura","FIC","Ensino Médio Completo","400","Ser capaz de realizar atividades relacionadas à manutenção mecânica de locomotivas e seus componentes, em conformidade com normas e procedimentos técnicos, de qualidade, segurança, saúde e preservação ambiental. "
1546,0,"Maqueiro","Ambiente e Saúde","FIC","Ensino Fundamental II Incompleto","160","Realiza o transporte do paciente com segurança dentro das unidades de saúde, da cadeira de rodas para a maca, da maca para a cama, para a mesa de exames, atendendo as solicitações da equipe de enfermagem."
1547,0,"Maquiador","Ambiente e Saúde","FIC","Ensino Fundamental II Incompleto","160","Atua no segmento de beleza, realizando maquiagens para diferentes ocasiões, utilizando técnicas e produtos cosméticos de maquiagem, considerando as tendências da moda e respeitando os limites éticos e os critérios estéticos regionais."
1548,0,"Maquiador Cênico","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Realiza maquiagens e caracterização de personagens, utilizando produtos e materiais diversos para as mais variadas linguagens cênicas: teatro, cinema, televisão, circo, dança, ópera, shows."
1549,0,"Maquinista","Infraestrutura","FIC","Ensino Fundamental Completo","400","Conduz trens, monitorando equipamentos de bordo e movimentando os veículos na modalidade manual ou semiautomática ou automática, e realizar inspeções e vistorias para detecção de avarias e correção de pequenas falhas nas vias e nos veículos ferroviários sob sua responsabilidade, de acordo com procedimentos técnicos e normas de saúde, segurança, qualidade e meio ambiente."
1550,0,"Maquinista de Cenário","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Controla equipamentos de teatro, como cenários e maquinários teatrais. Opera gruas e travellings e ainda supervisiona os equipamentos utilizados em cena."
1551,0,"Marceneiro","Infraestrutura","FIC","Ensino Fundamental I Incompleto","280","Projeta, confecciona e restaura produtos de madeira e derivados. Interpreta projetos, desenhos e especificações. Produz artefatos ou móveis de madeira, desde o desenho, passando pela preparação da madeira, cortes, encaixes, polimento e acabamento. Elabora orlamentos. Entrega e monta produtos confeccionados sob medida ou restaurados. Observa normas de qualidade, saúde e segurança."
1552,0,"Marcheteiro","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Elabora projetos, prepara superfícies e embute, encrusta ou aplica recortes de madeira, ou outros materiais, em objetos de marcenaria, criando desenhos artísticos em artefatos de madeira, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1553,0,"Marinheiro Fluvial de Convés ","Infraestrutura","FIC","Ensino Fundamental Completo","350","Cumpre o plano de navegação. Executa manobras e serviços no convés, manuseando, atracando e vigiando a embarcação de navegação fluvial. Auxilia no embarque e no desembarque de passageiros, instruindo-os sobre os procedimentos de bordo e salvamento. Trabalha seguindo normas de segurança, higiene, qualidade e preservação ambiental."
1554,0,"Marinheiro Fluvial de Máquinas","Infraestrutura","FIC","Ensino Fundamental Completo","320","Opera máquinas de embarcações fluviais e realiza serviços de manutenção preventiva e corretiva na praça de máquinas. Comanda praça de máquinas de pequenas embarcações. Registra ocorrências sobre os equipamentos. Controla entrada e saída de materiais sobressalentes na praça de máquinas e o estoque de ferramentas e peças. Trabalha seguindo normas de segurança, higiene, qualidade e preservação ambiental."
1555,0,"Marisqueiro","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Executa a captura e a coleta de diferentes espécies de bivalves. Realiza o beneficiamento do pescado e sua comercialização básica."
1556,0,"Marítimo em Embarcações Especiais","Infraestrutura","FIC","Ensino Fundamental II Incompleto","160","Atua como tripulante nas embarcações especiais (navios-tanque petroleiro e para gás liquefeito) de navegação marítima, observando as normas de segurança."
1557,0,"Massagista","Ambiente e Saúde","FIC","Ensino Fundamental Completo","240","Identifica, seleciona e aplica manobras massoterapêuticas manuais, visando ao bem-estar físico, ao relaxamento de tensões e ao alívio da dor do cliente. Atua de forma autônoma ou sob a supervisão de profissional técnico ou graduado."
1558,0,"Masseiro","Produção Alimentícia","FIC","Ensino Fundamental II Incompleto","160","Produz massas, pão, macarrão e similares, de acordo com as tendências das empresas no que diz respeito a utilização de matérias-primas e equipamentos. Trabalha em conformidade com as normas e procedimentos técnicos e de qualidade, segurança, higiene, saúde e preservação ambiental."
1559,0,"Matrizeiro de Solados","Produção Industrial","FIC","Ensino Fundamental II Incompleto","180","Executa a elaboração, construção e manutenção de matrizes de solados, utilizando matérias-primas, equipamentos, ferramentas, acessórios e máquinas, de acordo com suas características e aplicações, seguindo normas e procedimentos técnicos, ambientais, de qualidade, saúde e segurança no trabalho."
1560,0,"Mecânico de  Máquinas Agrícolas","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza a montagem e a manutenção preventiva e corretiva em sistemas mecânicos, hidráulicos, pneumáticos e de arrefecimento em máquinas agrícolas, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1561,0,"Mecânico de Aparelhos Esportivos e de Ginástica","Infraestrutura","FIC","Ensino Fundamental II Incompleto","300","Orça serviços de manutenção equipamentos esportivos e de ginástica, estimando custos, relacionando defeitos, avaliando peças para soldagem, listando máquinas e equipamentos, especificando materiais e tipo de mão-de-obra e requisitando peças necessárias aos serviços. Efetua revisões gerais em equipamentos esportivos e de ginástica. Desmonta e monta equipamentos esportivos e de ginástica. Realiza manutenções em equipamentos esportivos e de ginástica. Recupera peças de equipamentos esportivos e de ginástica. Trabalha seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente."
1562,0,"Mecânico de Ar Condicionado Automotivo","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Realiza instalação e reparação em sistemas de ar condicionado automotivo, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1563,0,"Mecânico de Automóveis Leves","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","400","Realiza a manutenção de automóveis, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1564,0,"Mecânico de Bicicleta","Infraestrutura","FIC","Ensino Fundamental II Incompleto","160","Executa o conserto de bicicletas, instala peças e assessórios, faz alinhamento, nivelamento e ajustes de peças, além de lubrificação, conservação e manutenção. Monta e desmonta modelos diversos. "
1565,0,"Mecânico de Bombas Centrífugas","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Realiza manutenção em bombas, redutores, compressores, turbocompressores, motores a diesel (exceto de veículos automotores), bombas injetoras e turbinas industriais, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1566,0,"Mecânico de Bombas Hidráulicas","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza manutenção em bombas hidráulicas de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1567,0,"Mecânico de Equipamentos de Mineração","Controle e Processos Industriais","FIC","Ensino Fundamental Completo","300","Executa  atividades de  manutenção mecânica em equipamentos de mineração, tais como caminhões fora de estrada, escavadeiras, motoniveladoras, carregadeiras, perfuratrizes, tratores de pneu e esteira. Inspeciona e testa o funcionamento de máquinas e equipamentos de acordo com as normas e procedimentos de saúde, qualidade, segurança e meio ambiente."
1568,0,"Mecânico de Freios, Suspensão e Direção de Veículos Leves","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza manutenção em sistemas de freios, suspensão e direção de veículos leves, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1569,0,"Mecânico de Instrumentos de Precisão","Controle e Processos Industriais","FIC","Ensino Fundamental Completo","300","Monta, desmonta, ajusta, testa e calibra instrumentos de precisão para medição e controle. Instala sistemas mecânicos de precisão e faz manutenção em linhas de produção industrial e laboratórios. Registra informações e ocorrências técnicas. Realiza o trabalho com segurança, cumprindo normas e cuidando da limpeza e higiene do local de trabalho."
1570,0,"Mecânico de Máquina de Malharia","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza manutenção em componentes, equipamentos e máquinas de malharia; planeja atividades de manutenção; avalia condições de funcionamento e desempenho de componentes de máquinas e equipamentos de malharia. Lubrifica  componentes e ferramentas dos teares de malha . Documenta informações técnicas; realiza ações de qualidade e preservação ambiental e trabalha segundo normas de segurança."
1571,0,"Mecânico de Máquinas de Calçados","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Monta e efetua a manutenção e a preservação de máquinas de calçados, para setores de corte, preparação, pesponto, montagem e acabamento de calçados, utilizando ferramentas e máquinas adequadas, de acordo com as normas e procedimentos técnicos de qualidade."
1572,0,"Mecânico de Máquinas de Costura","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Realiza manutenção preventiva e corretiva em máquinas de costura, adequando-as ao produto e material, visando a melhoria contínua da qualidade e produtividade, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1573,0,"Mecânico de Máquinas de Usinagem","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","300","Realiza manutenção em máquinas-ferramentas convencionais utilizadas na usinagem de peças, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1574,0,"Mecânico de Máquinas Gráficas","Controle e Processos Industriais","FIC","Ensino Médio Completo","400","Realiza manutenção em componentes de máquinas gráficas. Planeja atividades de manutenção. Avalia condições de funcionamento e desempenho de componentes de máquinas e equipamentos. Lubrifica máquinas, componentes e ferramentas. Documenta informações técnicas; realizam ações de qualidade e preservação ambiental e trabalham segundo normas de segurança."
1575,0,"Mecânico de Máquinas Industriais","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","300","Realiza a manutenção e lubrificação planejadas e não planejadas de máquinas e equipamentos industriais, bem como a recuperação e instalação de equipamentos, componentes e peças, planejando as atividades, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1576,0,"Mecânico de Motocicletas","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","300","Realiza a manutenção de motocicletas, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1577,0,"Mecânico de Motores a Diesel","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza a manutenção de motores a diesel, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1578,0,"Mecânico de Motores Ciclo Otto","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza a manutenção de motores automotivos ciclo otto, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1579,0,"Mecânico de Motores de Popa","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza a manutenção de motores de popa, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1580,0,"Mecânico de Refrigeração e Climatização Industrial","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Instala e realiza a manutenção de equipamentos de refrigeração e climatização, comercial e industrial, executando montagem e substituição de componentes elétricos e mecânicos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1581,0,"Mecânico de Sistemas de Freios, Suspensão e Direção de Veículos Rodoviários Pesados","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza manutenção preventiva e corretiva de sistemas convencionais de freios, suspensão e direção, utilizando ferramentas e equipamentos adequados e seguindo normas e procedimentos técnicos, ambientais e de segurança."
1582,0,"Mecânico de Tear","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza manutenção em componentes e equipamentos de teares.  Planeja atividades de manutenção; avalia condições de funcionamento e desempenho de componentes dos teares; lubrifica  componentes e ferramentas dos teares. Documenta informações técnicas; realiza ações de qualidade e preservação ambiental e trabalham segundo normas de segurança."
1583,0,"Mecânico de Transmissão Automática Automotiva","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","180","Realiza a manutenção de sistemas de transmissão automática de veículos automotivos, de acordo com as normas e procedimentos técnicos de qualidade, segurança,higiene e saúde."
1584,0,"Mecânico de Transmissão de Veículos Rodoviários Pesados ","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","180","Realiza manutenção preventiva e corretiva em sistemas convencionais de transmissão mecânica de veículos pesados, utilizando ferramentas e seguindo normas e procedimentos técnicos, ambientais e de segurança."
1585,0,"Mecânico de Transmissão Manual Automotiva","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","180","Realiza a manutenção de sistemas de transmissão manual de veículos automotivos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1586,0,"Mecânico de Transporte Metroferroviário","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","400","Desenvolve ações de manutenção em sistemas mecânicos de transporte sobre trilhos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1587,0,"Mecânico de Usinagem Convencional","Controle e Processos Industriais","FIC","Ensino Fundamental I Incompleto","360","Usina peças em materiais ferrosos e não-ferrosos, utilizando máquinas-ferramenta convencionais, montando conjuntos mecânicos utilizando-se dos processos de ajustagem nos trabalhos individuais ou em grupo, fazendo o controle de medidas das peças usinadas de acordo com normas, padrões e especificações técnicas do produto e seguindo normas técnicas, ambientais e de segurança."
1588,0,"Mecânico de Veículos Rodoviários Pesados ","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","400","Executa a manutenção de veículos pesados, seguindo normas e procedimentos técnicos, ambientais e de segurança."
1589,0,"Mecânico em Refrigeração Comercial","Controle e Processos Industriais","FIC","Ensino Fundamental Completo","260","Realiza instalação e manutenção em equipamentos de climatização comercial e industrial, respeitando legislações, normas técnicas, ambientais, de qualidade, de saúde e de segurança."
1590,0,"Meliponicultor","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Cria abelhas nativas do Brasil sem ferrão, dominando conhecimentos sobre os principais processos de agregação de valor e beneficiamento dos produtos gerados dessas criações."
1591,0,"Mensageiro","Gestão e Negócios","FIC","Ensino Fundamental II Incompleto","160","Atende às solicitações e necessidades administrativas básicas de uma empresa. Realiza serviços internos e externos de entrega e recebimento de documentos, objetos e valores. "
1592,0,"Mensageiro em Meio de Hospedagem ","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental II Incompleto","160","Recebe e acompanha o cliente na entrada e saída dos meios de hospedagem, acomoda o cliente nos aposentos, oferece orientações gerais sobre a unidade habitacional e seus equipamentos, distribui mensagens internas e externas, executa serviços complementares de ajuda operacional."
1593,0,"Mestre de Obras","Infraestrutura","FIC","Ensino Fundamental I Incompleto","300","Supervisiona atividades desenvolvidas no canteiro de obras. Participa de planejamento executivo e gerencia equipes de trabalho, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1594,0,"Modelador de Fundição","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Executa procedimentos operacionais e técnicas de modelação, confeccionando modelos para atender a diversos segmentos da indústria."
1595,0,"Modelista","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Modela peças do vestuário, considerando a estrutura, caimento e sentido do fio dos tecidos e as instruções especificadas na ficha técnica para elaboração de moldes."
1596,0,"Modelista de Cabedais de Calçados","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Modela cabedais de calçados utilizando matérias primas, equipamentos, ferramentas, acessórios e máquinas, de acordo com suas características e aplicações."
1597,0,"Modelista e Confeccionador de Protótipos de Bolsas","Controle e Processos Industriais","FIC","Ensino Fundamental I Incompleto","240","Elabora moldes e confecção de artefatos de couro e sintético, de acordo com a ficha técnica e seguindo normas de saúde e segurança no trabalho."
1598,0,"Moldador de Borracha","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Prepara moldes para fabricação de produtos de borracha, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1599,0,"Moldador de Fundição","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Aplica técnicas e procedimentos operacionais para a confecção de machos e moldes de fundição para atender a indústria de fundição."
1600,0,"Moldador de Plástico por Compressão","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Fabrica moldes para produtos de plástico por compressão, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1601,0,"Moldador de Plástico por Extrusão ","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Atua no processo de transformação de materiais plásticos por extrusão. Observa os ajustes de parâmetros de processo, variáveis no processo e suas influências na qualidade dos produtos. Segue as normas técnicas de qualidade, saúde e segurança do trabalho."
1602,0,"Moldador de Plástico por Injeção","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Fabrica moldes para produtos de plástico, por injeção, trabalhando em conformidade com as normas e procedimentos técnicos de qualidade, segurança, higiene, saúde e preservação ambiental."
1603,0,"Moleiro","Produção Alimentícia","FIC","Ensino Fundamental II Incompleto","160","Desenvolve atividades de recebimento, armazenamento, secagem, moagem, ensacamento, pesagem e distribuição de grãos. Controla a eficiência e a qualidade na produção de beneficiamento e classificação de grãos, conforme normas legais de higiene, qualidade e segurança."
1604,0,"Monitor de Sistemas Eletrônico de Segurança","Infraestrutura","FIC","Ensino Fundamental II Incompleto","160","Opera sistemas eletrônicos de segurança. Monitora diferentes tipos de eventos, mantendo lugares e pessoas sob vigilância. Utiliza equipamentos, sistemas e programas específicos. Trata o evento de acordo com o procedimento do local de atuação."
1605,0,"Monitor de Transporte Escolar","Desenvolvimento Educacional e Social","FIC","Ensino Fundamental Completo","160","Auxilia no embarque e no desembarque dos estudantes. Cuida da segurança durante a viagem, inspeciona o comportamento no ambiente veicular, orienta os estudantes sobre as regras e procedimentos a serem obedecidos e sobre o cumprimento de horários. Ouve as reclamações e analisa os problemas que ocorrem durante a viagem. Organiza a chegada e a saída dos alunos da escola."
1606,0,"Monitor do Uso e Conservação dos Recursos Hídricos","Ambiente e Saúde","FIC","Ensino Fundamental II Incompleto","200","Realiza atividades de monitoramento do uso e conservação dos recursos hídricos. Orienta na conservação das matas ciliares. Auxilia no cumprimento do Novo Código Florestal e na proteção de nascentes, de acordo com a Política Nacional de Recursos Hídricos."
1607,0,"Montador de Andaimes","Infraestrutura","FIC","Ensino Fundamental I Incompleto","160","Realiza atividades de montagem de andaimes, por meio de projetos específicos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1608,0,"Montador de Bolsas","Controle e Processos Industriais","FIC","Ensino Fundamental I Incompleto","160","Realiza a montagem e acabamento de Bolsas, utilizando matérias-primas, equipamentos, ferramentas, acessórios e máquinas de montagem e acabamento, de acordo com suas características e aplicações, seguindo normas e procedimentos técnicos, normas ambientais, de qualidade e saúde e segurança no trabalho."
1609,0,"Montador de Calçados","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Monta calçados, realizando o acabamento e a revisão do processo de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1610,0,"Montador de Equipamentos Eletroeletrônicos","Controle e Processos Industriais","FIC","Ensino Médio Completo","200","Monta, testa e inspeciona placas, aparelhos e, ou equipamentos eletroeletrônicos. Preenche relatórios e fichas dos equipamentos. Organiza e mantêm o local de trabalho em condições de uso. Abastece o posto de trabalho de componentes, peças e materiais."
1611,0,"Montador de Estruturas Metálicas","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Monta peças e estruturas metálicas, construindo-as e reparando-as, quando necessário, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1612,0,"Montador de Forma","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Prepara canteiros de obras em sistemas construtivos de parede de concreto, limpando a área e compactando solos. Monta formas para recebimento de concreto. Prepara forma para concretagem da lage e desforma."
1613,0,"Montador de Móveis","Infraestrutura","FIC","Ensino Fundamental II Incompleto","160","Atua na montagem de móveis e no atendimento ao cliente, respeitando os princípios éticos e de qualidade no atendimento. Conhece as matérias-primas. Avalia e organiza o local de montagem em ambientes domésticos e empresariais, primando pela higiene e segurança."
1614,0,"Montador de Painéis Elétricos","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Executa operações de montagem de quadros de comandos comerciais e industriais."
1615,0,"Montador de Sistemas de Construção a Seco","Infraestrutura","FIC","Ensino Fundamental I Incompleto","160","Edifica utilizando estruturas metálicas leves e componentes do sistema de construção a seco, de acordo com normas técnicas, de saúde, segurança do trabalho e meio ambiente."
1616,0,"Montador de Veículos Automotores","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Realiza montagem de veículos automotores em linhas de produção, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1617,0,"Montador e Reparador de Computadores","Informação e Comunicação","FIC","Ensino Fundamental II Incompleto","160","Realiza manutenção em computadores. Monta, instala e configura dispositivos de hardware. Instala e configura sistemas operacionais e software aplicativos. Monta, instala e repara microcomputadores, identificando e instalando sistemas operacionais, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1618,0,"Montador e Reparador de Periféricos","Informação e Comunicação","FIC","Ensino Fundamental II Incompleto","160","Instala e repara periféricos, segundo procedimentos técnicos de qualidade, segurança, saúde e preservação ambiental."
1619,0,"Montador e Reparador de Sistemas de Rádio AM e FM","Informação e Comunicação","FIC","Ensino Fundamental Completo","200","Instala e repara sistemas de radiodifusão. Trabalha sob a supervisão técnica, segundo normas de segurança, higiene e saúde."
1620,0,"Montador e Reparador de Sistemas de Rádio Digital","Informação e Comunicação","FIC","Ensino Fundamental Completo","240","Instala e repara sistemas de transmissão de dados via rádio digital. Trabalha sob a supervisão técnica, segundo as normas e procedimentos de qualidade, segurança, higiene e saúde."
1621,0,"Montador e Reparador de Sistemas de TV Digital","Informação e Comunicação","FIC","Ensino Fundamental Completo","240","Instala e repara sistemas de transmissão de TV digital. Trabalha sob a supervisão técnica, segundo as normas e procedimentos de qualidade, segurança, higiene e saúde."
1622,0,"Motorista de Transporte de Carga ","Infraestrutura","FIC","Ensino Fundamental Completo","220","Transporta, coleta e entrega cargas em geral. Movimenta cargas volumosas e pesadas. Vistoria cargas e verifica documentação de veículos e de cargas, observando as normas e os procedimentos técnicos e de segurança."
1623,0,"Motorista de Transporte de Carga de Produtos Alimentícios","Infraestrutura","FIC","Ensino Fundamental Completo","220","Transporta, coleta e entrega cargas de produtos alimentícios, observando os cuidados de acondicionamento específico  de cada produto em conformidade com normas e procedimentos técnicos e de segurança."
1624,0,"Motorista de Transporte de Carga Viva","Infraestrutura","FIC","Ensino Fundamental Completo","220","Transporta, coleta e entrega cargas vivas, observando as especificidades de cada carga, além das normas e dos procedimentos técnicos e de segurança."
1625,0,"Motorista de Transporte de Lixo Urbano","Infraestrutura","FIC","Ensino Fundamental Completo","160","Transporta, coleta e desembarca lixo urbano. Verifica documentação de veículos. Opera equipamentos auxiliares e embarcados, observando as normas e os procedimentos técnicos e de segurança."
1626,0,"Motorista de Transporte de Passageiros","Infraestrutura","FIC","Ensino Fundamental Completo","160","Conduz e vistoria ônibus e trólebus de transporte coletivo de passageiros urbanos, metropolitanos e ônibus rodoviários de longas distâncias; verifica itinerário de viagens; controla o embarque e desembarque de passageiros e os orienta quanto a tarifas, itinerários, pontos de embarque e desembarque e procedimentos no interior do veículo. Executa procedimentos para garantir segurança e o conforto dos passageiros. Habilita-se periodicamente para conduzir ônibus."
1627,0,"Motorista de Transporte de Produtos Perigosos","Infraestrutura","FIC","Ensino Fundamental Completo","280","Transporta, coleta e entrega produtos perigosos tais como: explosivos, gases, líquidos inflamáveis, produtos corrosivos, sólidos inflamáveis, substâncias tóxicas e infectantes, entre outros, observando as normas e procedimentos técnicos e de segurança."
1628,0,"Motorista de Transporte Escolar","Infraestrutura","FIC","Ensino Fundamental Completo","160","Conduz e vistoria veículos de transporte escolar. Verifica itinerário de viagens. Controla o embarque e desembarque de estudantes e os orienta quanto à chegada nos locais de destino. Executa procedimentos para garantir segurança e o conforto dos estudantes. Atualiza-se periodicamente para conduzir veículos de escolares."
1629,0,"Músico de Banda","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","200","Interpreta repertório com técnicas voltadas para a prática coletiva de instrumento musical e preparação de repertório para bandas sinfônicas, bandas marciais, fanfarras e big bands."
1630,0,"Oleiro","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Fabrica, seca e queima tijolos e telhas utilizando cerâmica vermelha, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1631,0,"Operação de Tratores","Infraestrutura","FIC","Ensino Fundamental Completo","160","Opera tratores, obedecendo as normas de segurança na condução do equipamento em plataformas, porões de navios, armazéns e pátios. "
1632,0,"Operador  de  Rolo Compactador e Rolo de Pneus","Infraestrutura","FIC","Ensino Fundamental II Incompleto","160","Realiza a operação de rolo  compactador e/ou rolo de pneus na homogeneização e compactação de materiais, verificando condições das máquinas e planejando atividades de acordo com  procedimentos operacionais, normas regulamentadoras, ambientais, qualidade, saúde e segurança."
