id,active,name,category,type,min_grade,min_duration,description
1350,0,"Bubalinocultor de Corte","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Desenvolve a criação de bubalinos para o corte."
1351,0,"Bubalinocultor de Leite","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Desenvolve a criação de bubalinos para a produção de leite."
1352,0,"Cabeleireiro","Ambiente e Saúde","FIC","Ensino Fundamental Completo","400","Atua no segmento de beleza, realizando higienização, hidratação, escovação, cortes em linhas e ângulos, coloração, descoloração e desondulação dos cabelos. Utiliza produtos e equipamentos adequados às técnicas de embelezamento, considerando as tendências da moda e respeitando os limites éticos e os critérios estéticos regionais."
1353,0,"Cabeleireiro Assistente","Ambiente e Saúde","FIC","Ensino Fundamental II Incompleto","200","Auxilia o cabeleireiro na higienização, escovação, cortes de linhas simples e na hidratação e coloração dos cabelos. Utiliza produtos e equipamentos adequados às técnicas de embelezamento, considerando as tendências da moda e respeitando os limites éticos e os critérios estéticos regionais."
1354,0,"Cabista de Sistema de Telecomunicações","Informação e Comunicação","FIC","Ensino Fundamental II Incompleto","240","Instala e repara cabos em redes metálicas e ópticas e subterrâneas de sistemas de telecomunicação. Trabalha sob a supervisão técnica, segundo normas e procedimentos de qualidade, segurança, higiene e saúde."
1355,0,"Cacauicultor","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Desenvolve o cultivo e o manejo do cacau em sistemas de produção sustentável."
1356,0,"Cadista para a Construção Civil","Infraestrutura","FIC","Ensino Fundamental I Incompleto","160","Representa graficamente projetos de edificações, de acordo com as normas e procedimentos técnicos de qualidade. Utiliza software para representação em duas e três dimensões e tratamento realístico de imagens."
1357,0,"Cafeicultor","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Prepara o local adequado para plantio e adubação. Efetua tratos culturais. Controla as principais pragas. Realiza a colheita e a pós-colheita do produto final."
1358,0,"Caixa de Banco","Gestão e Negócios","FIC","Ensino Médio Completo","200","Presta atendimento a usuários de serviços bancários. Realiza operações de caixa. Fornece documentos aos clientes. Compensa documentos e controla arquivo. Estabelece comunicação com os clientes, prestando-lhes informações sobre os serviços bancários."
1359,0,"Caldeireiro","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Constrói, monta e repara peças e equipamentos em estruturas metálicas, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1360,0,"Caldeireiro Naval","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Executar atividade de fabricação, montagem e manutenção de embarcações e plataformas sob supervisão, utilizando técnicas de montagem e conformação de peças metálicas com segurança qualidade e atendimento às normas técnicas aplicáveis e de acordo com o projeto."
1361,0,"Camareira em Meios de Hospedagem","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental Completo","200","Executa os procedimentos operacionais de limpeza, higienização, arrumação, vistoria, reposição dos materiais das unidades habitacionais, considerando os aspectos da hospitalidade, higiene, sustentabilidade ambiental, relação interpessoal e identidade profissional nas empresas de hospedagem. "
1362,0,"Caprinocultor","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","200","Maneja a criação extensiva e confinada de caprinos. Gerencia o empreendimento e comercializa a produção. Controla a produção e a qualidade dos animais e produtos derivados. Preserva o meio ambiente e observa a legislação sanitária e ambiental. Cuida da alimentação, gestação e lactação de caprinos. Controla a reprodução. Ordenha e prepara caprinos para exposição e venda. "
1363,0,"Carpinteiro de Esquadrias","Infraestrutura","FIC","Ensino Fundamental I Incompleto","160","Realiza trabalhos de carpintaria, prepara canteiro de obras e confecciona fôrmas de madeira e forro de laje (painéis), constrói andaimes, proteção de madeira e estruturas de madeira para telhado, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1364,0,"Carpinteiro de Obras","Infraestrutura","FIC","Ensino Fundamental I Incompleto","200","Confecciona, monta e desmonta fôrmas e escoramentos para estruturas de concreto armado, bem como estruturas auxiliares e instalações provisórias de obras, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1365,0,"Carpinteiro de Telhados","Infraestrutura","FIC","Ensino Fundamental I Incompleto","160","Confecciona, monta e desmonta estruturas de telhados, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1366,0,"Carpinteiro Naval","Infraestrutura","FIC","Ensino Fundamental Completo","200","Confecciona e repara estruturas e componentes de madeira para embarcações. Transfere dimensões de projetos para peças de madeira, utilizando instrumentos de medida e marcadores. Lamina e molda peças de madeira para embarcações, utilizando ferramentas manuais ou máquinas. Monta e instala estruturas e componentes tais como piso, rodas de proas e portas. Molda partes irregulares, retirando excessos e conferindo medidas com especificações. Observa normas de segurança e preservação ambiental."
1367,0,"Cartonageiro a Mão","Produção Cultural e Design","FIC","Ensino Fundamental Completo","200","Prepara artesanalmente a produção de embalagens de papel e papelão; produz embalagens; realiza acabamento e decoração de embalagens; prepara embalagens para expedição e armazenamento."
1368,0,"Carvoejador","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Planeja e constrói fornos para carbonização de madeira, dominando os conhecimentos operacionais, enchimento dos fornos, controle de temperatura e da carbonização, vedação, manutenção e análise de qualidade. "
1369,0,"Caseiro","Infraestrutura","FIC","Ensino Fundamental II Incompleto","160","Realiza serviços de zelo, segurança, organização, limpeza e manutenção em casas urbanas e rurais. Atua em casas de praia, campo e cidades. "
1370,0,"Ceramista","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Prepara massas, engobos e esmaltes, segundo suas tipologias, e realiza testes cerâmicos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1371,0,"Cerimonialista e Mestre de Cerimônias","Turismo, Hospitalidade e Lazer","FIC","Ensino Médio Completo","200","Organiza, acompanha e executa o cerimonial do evento, de acordo com a classificação e tipologia. Elabora roteiro e script. Prepara o protocolo. "
1372,0,"Cervejeiro","Produção Alimentícia","FIC","Ensino Fundamental Completo","200","Atua em processos de produção e fabricação de cervejas, seguindo as etapas do manuseio do fermento, fermentação, maturação e filtração de cervejas, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1373,0,"Chaveiro","Infraestrutura","FIC","Ensino Fundamental II Incompleto","160","Realiza serviços de abertura de portas, conserto de fechaduras, modelagem, confecção e cópia de chaves de diversos materiais, formatos e tamanhos, para residências, automóveis e estabelecimentos comerciais, com precisão e segurança. "
1374,0,"Churrasqueiro","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental I Incompleto","160","Corta, pré-prepara e prepara carnes, aves, peixes e embutidos grelhados e assados na brasa e/ou em churrasqueiras, observando as normas de segurança e higiene. "
1375,0,"Classificador de Couros","Produção Industrial","FIC","Ensino Fundamental I Incompleto","200","Atua em curtumes, efetuando a classificação de couros (flor e raspa). Trabalha seguindo normas e procedimentos técnicos e de qualidade, segurança, meio ambiente, higiene e saúde."
1376,0,"Cobrador de Ônibus Coletivo Urbano","Infraestrutura","FIC","Ensino Fundamental Completo","160","Executa a cobrança de passagens em veículos. Administra valores. Atende clientes fornecendo informações e sanando dúvidas."
1377,0,"Colorista Automotivo","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","180","Realiza a preparação de tintas para o processo de pintura automotiva, de acordo com os padrões técnicos, de qualidade, de saúde, segurança e preservação ambiental."
1378,0,"Comprador","Gestão e Negócios","FIC","Ensino Fundamental Completo","160","Executa e controla atividades de compra, com base nas políticas, sistemas e processos da empresa, fundamentado na evolução e na história da formação da Cadeia de Suprimentos. Estabelece a ligação da área de Suprimentos com a área de Logística. Identifica os fluxos de informação integrados à produção, industrialização, distribuição, comercialização e mercado. Utiliza sistemas de informação, visando à análise, ao controle e à realização da compra. Seleciona e avalia fornecedores, conforme as características de qualidade dos produtos a serem adquiridos."
1379,0,"Comprador de Moda","Produção Cultural e Design","FIC","Ensino Médio Completo","200","Realiza o planejamento e gerenciamento de compras de produtos de moda baseado em análises mercadológicas, com a finalidade de compor um mix de produtos com maior potencial comercial adequado a públicos pré-estabelecidos, com vistas ao atendimento às necessidades dos pontos de venda."
1380,0,"Condutor Ambiental Local","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental I Incompleto","200","Conduz com segurança visitantes e turistas em espaços naturais e/ou áreas legalmente protegidas, orientando e interpretando aspectos ambientais e socioculturais dos atrativos (sítios) turísticos existentes localmente. Contribui com a proteção ambiental e auxilia no monitoramento dos impactos ambientais da visitação. Elabora e negocia roteiros de visitação em ambientes naturais de forma articulada aos demais agentes envolvidos nas atividades turísticas."
1381,0,"Condutor Cultural Local","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental I Incompleto","200","Atua na condução de visitantes e turistas em locais de interesse cultural existentes no lugar, desenvolvendo atividades interpretativas fundamentadas na história e memória local e em aspectos profissionais como segurança, linguagem clara e cortês e princípios socioambientais, contribuindo, deste modo, para a valorização e conservação do patrimônio existente."
1382,0,"Condutor de Turismo De Aventura","Turismo, Hospitalidade e Lazer","FIC","Ensino Médio Incompleto","240","Planeja e desenvolve atividades de aventura em meio natural ou artificial, conduz grupos em trilhas, esportes radicais, acampamentos e aplica técnicas de sobrevivência, segurança e bem estar do viajante."
1383,0,"Condutor de Turismo de Pesca","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental I Incompleto","160","Conduz com segurança o turista para locais onde se possa realizar a pesca amadora, orientando e interpretando aspectos ambientais locais existentes. Auxilia o turista na escolha das iscas, no traslado aquático e na soltura dos peixes capturados. Elabora roteiros de visitação de forma articulada aos demais agentes envolvidos nas atividades turísticas."
1384,0,"Confeccionador de Acordeão","Produção Cultural e Design","FIC","Ensino Médio Completo","160","Projeta acordeões, distingue acústicas de materiais para a fabricação do instrumento musical e prepara matérias-primas para confecção do mesmo. Confecciona componentes do acordeão, realiza acabamentos, monta, afina, conserta e vende."
1385,0,"Confeccionador de Bijuterias","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Realiza montagem, finalização e acabamento de bijuterias."
1386,0,"Confeccionador de Bolsas em Couro e Material Sintético","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Executa operações de corte e costura para produção de bolsas em couro e materiais sintéticos."
1387,0,"Confeccionador de Bolsas em Tecido","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Executa operações de corte e costura para a produção de bolsas em tecido."
1388,0,"Confeccionador de Calçados","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Efetua cortes em couros, tecidos e materiais sintéticos, por meio de processos manuais e mecânicos. Divide e chanfra peças de couro para a fabricação de calçados. Costura e prepara calçados. Executa a montagem e acabamento, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1389,0,"Confeccionador de Instrumentos de Corda","Produção Cultural e Design","FIC","Ensino Médio Completo","160","Projeta instrumentos musicais de corda, distingue acústicas de materiais para a fabricação dos instrumentos musicais e prepara matérias-primas para confecção dos instrumentos. Confecciona componentes dos instrumentos, realiza acabamentos, monta, afina, conserta e vende instrumentos musicais."
1390,0,"Confeccionador de Instrumentos de Percussão","Produção Cultural e Design","FIC","Ensino Médio Incompleto","200","Confecciona, conserta e afina instrumentos musicais de percussão. Fabrica partes de instrumentos musicais, utilizando madeira, metal, couro e outros materiais. Monta, repara e substitui partes danificadas. Observa as normas de segurança e de preservação ambiental."
1391,0,"Confeccionador de Instrumentos de Sopro","Produção Cultural e Design","FIC","Ensino Médio Completo","160","Projeta instrumentos musicais de sopro, em madeira ou metal, distingue acústicas de materiais para a fabricação dos instrumentos musicais e prepara matérias-primas para confecção dos instrumentos. Confecciona componentes dos instrumentos, realiza acabamentos, monta, afina, conserta e vende instrumentos musicais."
1392,0,"Confeccionador de Lingerie e Moda Praia","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Atua na indústria do vestuário, na modelagem e confecção de lingerie e moda praia."
1393,0,"Confeccionador de Móveis Metálicos","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Confecciona, repara e instala móveis, por meio de chapas de aço, tubos e componentes metálicos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1394,0,"Confeccionador de Sandálias de Couro e Material  Sintético","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Executa operações de modelagem, corte e costura de sandálias e rasteiras de materiais sintéticos e de couro."
1395,0,"Confeccionador de Vestuário de Couro","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Modela e confecciona peças em couro."
1396,0,"Confeiteiro","Produção Alimentícia","FIC","Ensino Fundamental Completo","200","Elabora produtos de confeitaria, por meio do preparo de massas, coberturas e recheios. Conhece os princípios de armazenamento e acondicionamento de matéria-prima e aditivos. "
1397,0,"Conferente de Carga","Infraestrutura","FIC","Ensino Médio Completo","160","Exerce atividades de conferência de carga e supervisão das operações de conferência de carga e descarga."
1398,0,"Conformador de Peças em Metal","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Regula e opera máquinas para corte e conformação de metais, realizando a montagem de peças, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1399,0,"Conservador de Via Permanente","Infraestrutura","FIC","Ensino Fundamental Completo","200","Realiza manutenção de superestrutura e infraestrutura das vias e seus componentes. Desenvolve as atividades comunicando-se com outras áreas e com o centro de controle operacional e trabalha seguindo normas de segurança, qualidade e proteção ao meio ambiente."
1400,0,"Contador de Histórias","Desenvolvimento Educacional e Social","FIC","Ensino Fundamental Completo","160","Seleciona histórias, planeja estratégias e utiliza várias formas de comunicação para exprimir eventos por meio de palavras, imagens, gestos e sons, visando estabelecer interações com os diferentes públicos em ambientes escolares e não escolares como hospitais, shoppings, instituições de longa permanência dentre outros."
1401,0,"Contrarregra","Produção Cultural e Design","FIC","Ensino Médio Completo","160","Realiza tarefas de apoio à produção cultural, providenciando a obtenção e guarda de objetos móveis necessários à produção, executa as tarefas de colocação dos objetos de cena e auxilia os artistas em espetáculos."
1402,0,"Controlador e Programador de Produção","Gestão e Negócios","FIC","Ensino Fundamental II Incompleto","160","Realiza a programação e o controle da produção, preservando os requisitos de qualidade e consumo dos mesmos de acordo com normas, padrões e especificações dos produtos."
1403,0,"Copeiro","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental II Incompleto","160","Atua na copa de restaurantes e estabelecimentos similares, organizando, polindo e limpando copos e louças, podendo auxiliar na distribuição e arrumação de utensílios tais como toalhas, louças e talheres."
1404,0,"Copeiro Hospitalar","Ambiente e Saúde","FIC","Ensino Fundamental Completo","160","Atua no processo de produção e distribuição de dietas em ambiente hospitalar, de acordo com os padrões de qualidade e higiene, sob supervisão do profissional nutricionista."
1405,0,"Corretor de Moda","Produção Cultural e Design","FIC","Ensino Médio Incompleto","160","Orienta as compras de clientes, geralmente lojistas ou revendedores, que viajam em busca de produtos de vestuário, calçados e acessórios, principalmente no comércio atacadista. Presta informações sobre o despacho das compras, conforme os trâmites legais."
1406,0,"Costureiro","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","A partir de moldes pré-definidos, corta, costura e monta peças completas do vestuário, aplicando as técnicas de costura para tecidos planos, observando o sentido do fio do tecido e a sequência operacional. "
1407,0,"Costureiro de Calçados","Produção Industrial","FIC","Ensino Fundamental II Incompleto","160","Opera máquinas de costura e prepara peças para e montagem de calçados, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1408,0,"Costureiro Industrial do Vestuário","Produção Industrial","FIC","Ensino Fundamental II Incompleto","200","Opera máquinas de costura industrial, costurando peças de vestuário sob tabela de medidas, trabalhando sob a supervisão técnica, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1409,0,"Cozinheiro","Turismo, Hospitalidade e Lazer","FIC","Ensino Fundamental Completo","400","Cria e executa receitas de acordo com grupo e técnicas de cocção dos alimentos considerando fatores nutricionais. Prepara, monta e apresenta produções culinárias, levando em consideração harmonização dos alimentos, normas e procedimentos técnicos de higiene e manipulação de alimentos, qualidade, saúde, segurança e preservação ambiental. Elabora fichas técnicas e de produção. Controla estoques."
1410,0,"Cozinheiro Industrial","Produção Alimentícia","FIC","Ensino Fundamental II Incompleto","360","Manipula alimentos e prepara refeições em cozinhas industriais seguindo o cardápio estabelecido, de acordo com os padrões de qualidade, higiene e segurança alimentar."
1411,0,"Cravejador de Joias","Produção Industrial","FIC","Ensino Fundamental Completo","180","Executa técnicas manuais de cravação de pedras naturais e sintéticas em função de dureza, forma e tamanho, utilizando ferramentas específicas, em peças industrializadas e/ou peças únicas. Trabalham seguindo normas de segurança, higiene, qualidade e preservação ambiental. "
1412,0,"Criador de Peixes em Tanque Rede","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","200","Atua na criação de peixes em tanque rede, fornecendo a alimentação, monitorando a intervindo na manutenção dos níveis ideais dos parâmetros do ambiente de produção. Opera sistemas de manutenção do nível da água e auxilia na captura dos peixes."
1413,0,"Criador de Peixes em Viveiros Escavados","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","200","Atua na criação de peixes em viveiros escavados. Calcula e fornece alimentação, monitora e intervém na manutenção dos níveis ideiais dos parâmetros do ambiente de produção, opera sistemas de controle de manutenção do nível da água, auxilia na captura dos peixes."
1414,0,"Cubador de Madeira","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Executa a classificação de toras. Realiza medições de árvores. Emite documentos referentes aos registros de controle das árvores derrubadas. Faz o levantamento da situação do bosque ou mata, procedendo ao inventário das espécies, para determinar a madeira negociável. Observa a legislação ambiental."
1415,0,"Cuidador de Animais Silvestres ","Recursos Naturais","FIC","Ensino Fundamental Completo","160","Atua como cuidador de animais silvestres, para atender as práticas de manejo seguro, higiene de instalações, ambientação de recintos e outras atividades pertinentes ao trato de animais, observando as particularidades de cada espécie no que diz respeito ao manejo animal e proporcionando uma melhora na qualidade de vida dos animais. "
1416,0,"Cuidador de Idoso","Ambiente e Saúde","FIC","Ensino Fundamental Completo","160","Cuida da higiene, conforto e alimentação do idoso, observando possíveis alterações no estado geral. Zela pela integridade física do idoso, presta primeiros socorros e promove atividades de entretenimento."
1417,0,"Cuidador Infantil","Ambiente e Saúde","FIC","Ensino Fundamental Completo","160","Cuida da higiene, conforto e alimentação da criança. Observa possíveis alterações no estado geral da criança. Zela pela integridade física, presta primeiros socorros e promove atividades lúdicas e de entretenimento. "
1418,0,"Curtidor de Couros e Peles","Controle e Processos Industriais","FIC","Ensino Fundamental Completo","200","Controla parâmetros físico-químicos e opera processos de curtimento de peles e couros, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1419,0,"Curvador","Infraestrutura","FIC","Ensino Fundamental Completo","240","Executa curvamento a frio de tubos, utilizando a curvadeira hidráulica, de acordo com o procedimento qualificado, normas técnicas e observando padrões de qualidade, segurança, meio ambiente e saúde em obras de dutos terrestres."
1420,0,"Dendeicultor","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","160","Prepara o local adequado para plantio e adubação do dendezeiro. Efetua tratos culturais. Controla as principais pragas. Realiza a colheita e a pós-colheita do produto final."
1421,0,"Depilador","Ambiente e Saúde","FIC","Ensino Fundamental II Incompleto","160","Atua no segmento de beleza, realizando remoção dos pelos do corpo. Utiliza diferentes técnicas, procedimentos de biossegurança, materiais e produtos, conforme as necessidades e características do cliente, respeitando os limites éticos e os critérios estéticos regionais."
1422,0,"Desenhista da Construção Civil","Infraestrutura","FIC","Ensino Fundamental I Incompleto","200","Representa graficamente projetos de edificações, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1423,0,"Desenhista de Calçados","Produção Cultural e Design","FIC","Ensino Fundamental Completo","160","Realiza desenho de calçados, interpreta documentos de apoio, tais como plantas, projetos, catálogos e croquis, trabalhando sob a supervisão técnica e de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1424,0,"Desenhista de Jóias e Bijuterias","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Desenha e planifica em perspectiva, realiza especificações técnicas, ilustrações coloridas de projetos de joias e bijuterias, de acordo com as normas e procedimentos de qualidade, segurança, higiene e saúde."
1425,0,"Desenhista de Moda","Produção Cultural e Design","FIC","Ensino Médio Incompleto","160","Desenha croquis, utilizando técnicas de desenho e pintura, aplicando referências iconográficas de moda no desenvolvimento de peças ou coleções. Desenvolve desenhos de moda, dando forma e funcionalidade, e pesquisa moda, trabalhando sob a supervisão técnica, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1426,0,"Desenhista de Móveis","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Realiza desenhos detalhados de peças e conjuntos do mobiliário, sob a supervisão técnica, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1427,0,"Desenhista de Produtos Gráficos Web","Informação e Comunicação","FIC","Ensino Médio Incompleto","160","Desenvolve, executa, finaliza e atualiza aplicativos gráficos, incluindo páginas na rede internacional de computadores, trabalhando sob a supervisão técnica, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1428,0,"Desenhista de Topografia","Infraestrutura","FIC","Ensino Fundamental I Incompleto","160","Elabora desenhos de arquitetura e engenharia civil e apoia o planejamento de projetos topográficos, trabalhando sob a supervisão técnica, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1429,0,"Desenhista Mecânico","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Desenvolve e interpreta desenhos técnicos por meio da utilização de instrumentos e programas específicos, trabalhando sob a supervisão técnica, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1430,0,"Desenvolvedor de Aplicativos para Mídias Digitais","Informação e Comunicação","FIC","Ensino Médio Incompleto","240","Atua na concepção e desenvolvimento de softwares voltados para o uso em terminais inteligentes, com foco em smartphones e televisão digital. Observa os procedimentos técnicos de qualidade e as normas e políticas de segurança da informação de respeito à propriedade intelectual."
1431,0,"Desenvolvedor de Jogos Eletrônicos","Informação e Comunicação","FIC","Ensino Médio Incompleto","240","Desenvolve e realiza a manutenção de jogos eletrônicos, codificando programas e modelando banco de dados, segundo procedimentos técnicos de qualidade e atento às normas e políticas de segurança da informação e de respeito à propriedade intelectual. Faz consultas, segundo as especificações do projeto e documenta todas as etapas do processo."
1432,0,"Despachante de Transporte Coletivo","Infraestrutura","FIC","Ensino Fundamental Completo","160","Organiza e fiscaliza as operações dos ônibus e outros veículos de transporte coletivo como condições de operação dos veículos, cumprimento dos horários, entre outros. Preenche relatórios. Prepara escalas de operadores. Examina veículos e atende usuários com ética e presteza. Age na solução de ocorrências."
1433,0,"Destilador de Bebidas","Produção Alimentícia","FIC","Ensino Fundamental II Incompleto","160","Atua em processos de fabricação de bebidas destiladas, desenvolvendo todas as etapas de produção artesanal, enfatizando a destilação e produção da bebida, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1434,0,"Disc Jóquei (DJ)","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","160","Seleciona e faz rodar as mais diferentes composições musicais previamente gravadas para um determinado público alvo utilizando vinil, CD ou meios e arquivos digitais sonoros. Realiza atividades de musicografia digital, envolvendo gravação, mixagem e reprodução de sons e músicas."
1435,0,"Domador de Cavalos","Recursos Naturais","FIC","Ensino Fundamental I Incompleto","200","Maneja e alimenta os animais. Higieniza animais e recintos. Monitora o comportamento dos animais, condiciona e adestra equinos. Sob orientação de Médico Veterinário, cuida da saúde dos animais, manipulando e aplicando medicamentos e vacinas. Realiza atividades de apoio, assessorando em intervenções de correção de aprumos e ferrageamento. Observa a legislação de Bem-estar animal e os procedimentos de segurança no trabalho. "
1436,0,"Dublador","Produção Cultural e Design","FIC","Ensino Fundamental II Incompleto","200","Atua em montagens de dublagem, utilizando diferentes recursos da voz e interpretação para produtos audiovisuais. "
1437,0,"Editor de Maquetes Eletrônicas","Infraestrutura","FIC","Ensino Fundamental Completo","200","Gera plantas proporcionais a partir de projetos arquitetônicos e ferramentas de desenho, com aplicação de cores, texturas, volume e contornos com arte-finalização e impressão da representação na maquete."
1438,0,"Editor de Projeto Visual Gráfico","Produção Cultural e Design","FIC","Ensino Médio Completo","160","Edita textos, imagens e figuras, gera layout e arte final para revistas, folders e jornais para o mercado gráfico em geral, utilizando programas de computação, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1439,0,"Editor de Vídeo","Produção Cultural e Design","FIC","Ensino Fundamental Completo","160","Realiza o preparo, o desenvolvimento e a finalização de projetos de edição audiovisual, por meio da manipulação dos recursos de software para construir sequências e narrativas com a aplicação de efeitos e refinamento da edição até a finalização."
1440,0,"Eletricista de Audiovisual","Produção Cultural e Design","FIC","Ensino Médio Completo","200","Monta e opera sistemas de iluminação em ambientes abertos e fechados, realiza serviços em rede de distribuição de energia elétrica, opera equipamentos e coordena processos e equipes de trabalho seguindo normas técnicas de qualidade, segurança, higiene e saúde, obedecendo a legislação específica."
1441,0,"Eletricista de Automóveis","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","160","Realiza a montagem e a reparação em instalações elétricas e equipamentos auxiliares de veículos automotores, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1442,0,"Eletricista de Linhas Elétricas de Alta e Baixa Tensão","Infraestrutura","FIC","Ensino Fundamental I Incompleto","300","Realiza serviços em redes de distribuição de energia elétrica de alta e baixa tensão, conforme planejamento e projetos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1443,0,"Eletricista de Manutenção Ferroviária","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","400","Desenvolve ações de manutenção elétrica, necessárias ao desempenho adequado dos sistemas eletroeletrônicos empregados em transporte sobre trilhos, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1444,0,"Eletricista de Rede de Distribuição de Energia Elétrica","Infraestrutura","FIC","Ensino Fundamental I Incompleto","200","Realiza serviços de construção, operação e manutenção de rede de distribuição de energia elétrica ? Média Tensão e Baixa Tensão, de montagem e instalação de iluminação pública e serviços técnicos comerciais, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiena e saúde."
1445,0,"Eletricista de Veículos de Transporte de Cargas e de Passageiros","Controle e Processos Industriais","FIC","Ensino Fundamental Completo","160","Planeja e executa serviços de instalação e manutenção de eletroeletrônicos, estabelece cronogramas e estima prazos, interpreta e corrige esquemas, conecta cabos aos equipamentos e acessórios e testa o funcionamento para operação. Realiza manutenções preventivas, preditivas e corretivas, inspeciona visualmente máquinas e equipamentos, diagnostica defeitos, desmonta, repara, lubrifica, substitui e monta componentes, ajusta peças e simula o funcionamento de equipamentos. Elabora documentação técnica."
1446,0,"Eletricista Industrial","Controle e Processos Industriais","FIC","Ensino Fundamental I Incompleto","200","Executa trabalhos de montagem e manutenção de instalações elétricas em baixa tensão, e de sistemas elétricos de máquinas e equipamentos, interpretando esquemas e diagramas, realizando levantamento de cargas, montagem de quadro de distribuição e de comando, instalação de dispositivos, componentes e materiais, e programando controladores lógicos, de acordo com normas técnicas, ambientais, de qualidade e de segurança e saúde no trabalho."
1447,0,"Eletricista Instalador Predial de Baixa Tensão","Infraestrutura","FIC","Ensino Fundamental I Incompleto","200","Realiza instalação e manutenção elétrica predial de baixa tensão, de acordo com as normas e procedimentos técnicos de qualidade, segurança, higiene e saúde."
1448,0,"Eletricista Naval","Controle e Processos Industriais","FIC","Ensino Fundamental II Incompleto","200","Instala e repara circuitos e equipamentos elétricos em empreendimentos navais e offshore, conforme planejamento, projetos e documentos técnicos específicos, de acordo com as normas técnicas e legislação de segurança e ambiental vigentes."
1449,0,"Eletromecânico de Automóveis","Controle e Processos Industriais","FIC","Ensino Fundamental Completo","360","Realizar manutenção preventiva e corretiva em sistemas elétricos e mecânicos de veículos, interpretando esquemas e utilizando ferramentas e seguindo normas e procedimentos técnicos, ambientais e de segurança."
